Amount,BankNameSent,BankNameReceived,RemainingBalance,City,Gender,TransactionType,Status,DeviceType,PaymentMethod,MerchantName,Purpose,CustomerAge,PaymentMode,Currency,Months,Days,Hours,Minutes
931.59,Axis Bank,Axis Bank,6138.09,Hyderabad,Female,Transfer,Success,Tablet,Phone Number,Zomato,Travel,47,Scheduled,GBP,8,8,15,23
14.89,HDFC Bank,ICICI Bank,4526.01,Mumbai,Male,Payment,Success,Laptop,QR Code,Swiggy,Bill Payment,48,Instant,INR,9,9,14,39
582.57,SBI Bank,HDFC Bank,6598.23,Delhi,Female,Transfer,Success,Mobile,UPI ID,IRCTC,Others,49,Scheduled,USD,10,10,22,14
675.67,ICICI Bank,SBI Bank,3634.29,Bangalore,Male,Payment,Failed,Tablet,Phone Number,Flipkart,Shopping,50,Instant,EUR,11,11,20,33
833.79,Axis Bank,Axis Bank,669.96,Hyderabad,Female,Transfer,Success,Laptop,QR Code,Amazon,Food,51,Scheduled,GBP,12,12,22,10
823.64,HDFC Bank,ICICI Bank,6917.65,Mumbai,Male,Payment,Success,Mobile,UPI ID,Zomato,Travel,52,Instant,INR,1,13,15,42
1770.71,SBI Bank,HDFC Bank,6677.56,Delhi,Female,Transfer,Success,Tablet,Phone Number,Swiggy,Bill Payment,53,Scheduled,USD,2,14,0,23
1803.36,ICICI Bank,SBI Bank,3648.02,Bangalore,Male,Payment,Success,Laptop,QR Code,IRCTC,Others,54,Instant,EUR,3,15,9,50
65.42,Axis Bank,Axis Bank,6348.8,Hyderabad,Female,Transfer,Failed,Mobile,UPI ID,Flipkart,Shopping,55,Scheduled,GBP,4,16,23,55
1068.32,HDFC Bank,ICICI Bank,7568.44,Mumbai,Male,Payment,Success,Tablet,Phone Number,Amazon,Food,56,Instant,INR,5,17,19,45
782.33,SBI Bank,HDFC Bank,28.14,Delhi,Female,Transfer,Success,Laptop,QR Code,Zomato,Travel,57,Scheduled,USD,6,18,23,17
409.04,ICICI Bank,SBI Bank,195.59,Bangalore,Male,Payment,Success,Mobile,UPI ID,Swiggy,Bill Payment,58,Instant,EUR,7,19,22,41
1354.81,Axis Bank,Axis Bank,1285.27,Hyderabad,Female,Transfer,Success,Tablet,Phone Number,IRCTC,Others,59,Scheduled,GBP,8,20,21,8
1537.1,HDFC Bank,ICICI Bank,5483.57,Mumbai,Male,Payment,Failed,Laptop,QR Code,Flipkart,Shopping,20,Instant,INR,9,21,5,47
1411.84,SBI Bank,HDFC Bank,4636.44,Delhi,Female,Transfer,Success,Mobile,UPI ID,Amazon,Food,21,Scheduled,USD,10,22,20,27
377.68,ICICI Bank,SBI Bank,5093.83,Bangalore,Male,Payment,Success,Tablet,Phone Number,Zomato,Travel,22,Instant,EUR,11,23,1,47
664.75,Axis Bank,Axis Bank,69.1,Hyderabad,Female,Transfer,Success,Laptop,QR Code,Swiggy,Bill Payment,23,Scheduled,GBP,12,24,11,41
940.34,HDFC Bank,ICICI Bank,8939.86,Mumbai,Male,Payment,Success,Mobile,UPI ID,IRCTC,Others,24,Instant,INR,1,25,23,27
845.88,SBI Bank,HDFC Bank,94.46,Delhi,Female,Transfer,Failed,Tablet,Phone Number,Flipkart,Shopping,25,Scheduled,USD,2,26,14,54
21.23,ICICI Bank,SBI Bank,4566.12,Bangalore,Male,Payment,Success,Laptop,QR Code,Amazon,Food,26,Instant,EUR,3,27,12,15
629.63,Axis Bank,Axis Bank,5525.92,Hyderabad,Female,Transfer,Success,Mobile,UPI ID,Zomato,Travel,27,Scheduled,GBP,4,28,11,52
967.91,HDFC Bank,ICICI Bank,7932.55,Mumbai,Male,Payment,Success,Tablet,Phone Number,Swiggy,Bill Payment,28,Instant,INR,5,29,3,49
1278.61,SBI Bank,HDFC Bank,3748.39,Delhi,Female,Transfer,Success,Laptop,QR Code,IRCTC,Others,29,Scheduled,USD,6,30,23,19
84.99,ICICI Bank,SBI Bank,7841.15,Bangalore,Male,Payment,Failed,Mobile,UPI ID,Flipkart,Shopping,30,Instant,EUR,7,1,17,47
1053.73,Axis Bank,Axis Bank,5621.48,Hyderabad,Female,Transfer,Success,Tablet,Phone Number,Amazon,Food,31,Scheduled,GBP,8,2,14,45
773.61,HDFC Bank,ICICI Bank,7590.07,Mumbai,Male,Payment,Success,Laptop,QR Code,Zomato,Travel,32,Instant,INR,9,3,16,53
173.49,SBI Bank,HDFC Bank,6173.3,Delhi,Female,Transfer,Success,Mobile,UPI ID,Swiggy,Bill Payment,33,Scheduled,USD,10,4,4,15
1967.7,ICICI Bank,SBI Bank,4250.05,Bangalore,Male,Payment,Success,Tablet,Phone Number,IRCTC,Others,34,Instant,EUR,11,5,6,17
1737.46,Axis Bank,Axis Bank,6220.02,Hyderabad,Female,Transfer,Failed,Laptop,QR Code,Flipkart,Shopping,35,Scheduled,GBP,12,6,10,2
1681.43,HDFC Bank,ICICI Bank,2994.75,Mumbai,Male,Payment,Success,Mobile,UPI ID,Amazon,Food,36,Instant,INR,1,7,10,26
1119.81,SBI Bank,HDFC Bank,3946.52,Delhi,Female,Transfer,Success,Tablet,Phone Number,Zomato,Travel,37,Scheduled,USD,2,8,23,35
799.3,ICICI Bank,SBI Bank,1467.91,Bangalore,Male,Payment,Success,Laptop,QR Code,Swiggy,Bill Payment,38,Instant,EUR,3,9,3,32
397.07,Axis Bank,Axis Bank,6733.88,Hyderabad,Female,Transfer,Success,Mobile,UPI ID,IRCTC,Others,39,Scheduled,GBP,4,10,5,12
42.07,HDFC Bank,ICICI Bank,6459.87,Mumbai,Male,Payment,Failed,Tablet,Phone Number,Flipkart,Shopping,40,Instant,INR,5,11,4,57
1358.91,SBI Bank,HDFC Bank,5196.27,Delhi,Female,Transfer,Success,Laptop,QR Code,Amazon,Food,41,Scheduled,USD,6,12,7,10
963.59,ICICI Bank,SBI Bank,8730.71,Bangalore,Male,Payment,Success,Mobile,UPI ID,Zomato,Travel,42,Instant,EUR,7,13,1,42
593.57,Axis Bank,Axis Bank,489.84,Hyderabad,Female,Transfer,Success,Tablet,Phone Number,Swiggy,Bill Payment,43,Scheduled,GBP,8,14,12,28
1744.63,HDFC Bank,ICICI Bank,6180.03,Mumbai,Male,Payment,Success,Laptop,QR Code,IRCTC,Others,44,Instant,INR,9,15,23,26
68.58,SBI Bank,HDFC Bank,9261.5,Delhi,Female,Transfer,Failed,Mobile,UPI ID,Flipkart,Shopping,45,Scheduled,USD,10,16,6,49
1512.09,ICICI Bank,SBI Bank,5546.85,Bangalore,Male,Payment,Success,Tablet,Phone Number,Amazon,Food,46,Instant,EUR,11,17,4,28
159.3,Axis Bank,Axis Bank,5278.02,Hyderabad,Female,Transfer,Success,Laptop,QR Code,Zomato,Travel,47,Scheduled,GBP,12,18,10,46
1044.96,HDFC Bank,ICICI Bank,3652.98,Mumbai,Male,Payment,Success,Mobile,UPI ID,Swiggy,Bill Payment,48,Instant,INR,1,19,2,32
628.23,SBI Bank,HDFC Bank,5725.97,Delhi,Female,Transfer,Success,Tablet,Phone Number,IRCTC,Others,49,Scheduled,USD,2,20,19,27
214.22,ICICI Bank,SBI Bank,1071.32,Bangalore,Male,Payment,Failed,Laptop,QR Code,Flipkart,Shopping,50,Instant,EUR,3,21,1,23
472.07,Axis Bank,Axis Bank,9921.71,Hyderabad,Female,Transfer,Success,Mobile,UPI ID,Amazon,Food,51,Scheduled,GBP,4,22,15,45
937.88,HDFC Bank,ICICI Bank,929.79,Mumbai,Male,Payment,Success,Tablet,Phone Number,Zomato,Travel,52,Instant,INR,5,23,16,8
667.27,SBI Bank,HDFC Bank,483.38,Delhi,Female,Transfer,Success,Laptop,QR Code,Swiggy,Bill Payment,53,Scheduled,USD,6,24,17,29
758.31,ICICI Bank,SBI Bank,1329.34,Bangalore,Male,Payment,Success,Mobile,UPI ID,IRCTC,Others,54,Instant,EUR,7,25,10,29
1598.69,Axis Bank,Axis Bank,8147.03,Hyderabad,Female,Transfer,Failed,Tablet,Phone Number,Flipkart,Shopping,55,Scheduled,GBP,8,26,15,2
1484.5,HDFC Bank,ICICI Bank,5841.52,Mumbai,Male,Payment,Success,Laptop,QR Code,Amazon,Food,56,Instant,INR,9,27,19,46
203.59,SBI Bank,HDFC Bank,3364.86,Delhi,Female,Transfer,Success,Mobile,UPI ID,Zomato,Travel,57,Scheduled,USD,10,28,4,21
1550.49,ICICI Bank,SBI Bank,7111.52,Bangalore,Male,Payment,Success,Tablet,Phone Number,Swiggy,Bill Payment,58,Instant,EUR,11,29,10,53
787.77,Axis Bank,Axis Bank,799.28,Hyderabad,Female,Transfer,Success,Laptop,QR Code,IRCTC,Others,59,Scheduled,GBP,12,30,10,19
425.91,HDFC Bank,ICICI Bank,2044.14,Mumbai,Male,Payment,Failed,Mobile,UPI ID,Flipkart,Shopping,20,Instant,INR,1,1,9,36
1937.24,SBI Bank,HDFC Bank,1111.41,Delhi,Female,Transfer,Success,Tablet,Phone Number,Amazon,Food,21,Scheduled,USD,2,2,14,18
1112.78,ICICI Bank,SBI Bank,6895.65,Bangalore,Male,Payment,Success,Laptop,QR Code,Zomato,Travel,22,Instant,EUR,3,3,7,23
369.16,Axis Bank,Axis Bank,133.22,Hyderabad,Female,Transfer,Success,Mobile,UPI ID,Swiggy,Bill Payment,23,Scheduled,GBP,4,4,7,40
386.33,HDFC Bank,ICICI Bank,565.71,Mumbai,Male,Payment,Success,Tablet,Phone Number,IRCTC,Others,24,Instant,INR,5,5,20,43
1954.41,SBI Bank,HDFC Bank,5219.52,Delhi,Female,Transfer,Failed,Laptop,QR Code,Flipkart,Shopping,25,Scheduled,USD,6,6,2,38
1611.2,ICICI Bank,SBI Bank,9222.0,Bangalore,Male,Payment,Success,Mobile,UPI ID,Amazon,Food,26,Instant,EUR,7,7,10,7
345.85,Axis Bank,Axis Bank,4949.72,Hyderabad,Female,Transfer,Success,Tablet,Phone Number,Zomato,Travel,27,Scheduled,GBP,8,8,2,28
785.65,HDFC Bank,ICICI Bank,6827.86,Mumbai,Male,Payment,Success,Laptop,QR Code,Swiggy,Bill Payment,28,Instant,INR,9,9,7,7
287.73,SBI Bank,HDFC Bank,5244.42,Delhi,Female,Transfer,Success,Mobile,UPI ID,IRCTC,Others,29,Scheduled,USD,10,10,10,34
250.04,ICICI Bank,SBI Bank,5205.87,Bangalore,Male,Payment,Failed,Tablet,Phone Number,Flipkart,Shopping,30,Instant,EUR,11,11,8,32
492.41,Axis Bank,Axis Bank,4291.51,Hyderabad,Female,Transfer,Success,Laptop,QR Code,Amazon,Food,31,Scheduled,GBP,12,12,10,49
1659.51,HDFC Bank,ICICI Bank,1672.65,Mumbai,Male,Payment,Success,Mobile,UPI ID,Zomato,Travel,32,Instant,INR,1,13,16,56
897.71,SBI Bank,HDFC Bank,2620.12,Delhi,Female,Transfer,Success,Tablet,Phone Number,Swiggy,Bill Payment,33,Scheduled,USD,2,14,12,53
97.39,ICICI Bank,SBI Bank,3419.02,Bangalore,Male,Payment,Success,Laptop,QR Code,IRCTC,Others,34,Instant,EUR,3,15,19,10
1139.0,Axis Bank,Axis Bank,1597.76,Hyderabad,Female,Transfer,Failed,Mobile,UPI ID,Flipkart,Shopping,35,Scheduled,GBP,4,16,23,38
36.79,HDFC Bank,ICICI Bank,2424.42,Mumbai,Male,Payment,Success,Tablet,Phone Number,Amazon,Food,36,Instant,INR,5,17,10,39
73.92,SBI Bank,HDFC Bank,7425.06,Delhi,Female,Transfer,Success,Laptop,QR Code,Zomato,Travel,37,Scheduled,USD,6,18,2,3
1037.43,ICICI Bank,SBI Bank,9232.8,Bangalore,Male,Payment,Success,Mobile,UPI ID,Swiggy,Bill Payment,38,Instant,EUR,7,19,5,28
1588.45,Axis Bank,Axis Bank,7449.8,Hyderabad,Female,Transfer,Success,Tablet,Phone Number,IRCTC,Others,39,Scheduled,GBP,8,20,10,26
1871.97,HDFC Bank,ICICI Bank,5265.94,Mumbai,Male,Payment,Failed,Laptop,QR Code,Flipkart,Shopping,40,Instant,INR,9,21,8,23
792.23,SBI Bank,HDFC Bank,2697.1,Delhi,Female,Transfer,Success,Mobile,UPI ID,Amazon,Food,41,Scheduled,USD,10,22,18,24
1311.07,ICICI Bank,SBI Bank,1030.05,Bangalore,Male,Payment,Success,Tablet,Phone Number,Zomato,Travel,42,Instant,EUR,11,23,20,24
1422.47,Axis Bank,Axis Bank,2466.52,Hyderabad,Female,Transfer,Success,Laptop,QR Code,Swiggy,Bill Payment,43,Scheduled,GBP,12,24,2,42
1021.58,HDFC Bank,ICICI Bank,4976.19,Mumbai,Male,Payment,Success,Mobile,UPI ID,IRCTC,Others,44,Instant,INR,1,25,18,24
1877.98,SBI Bank,HDFC Bank,1496.95,Delhi,Female,Transfer,Failed,Tablet,Phone Number,Flipkart,Shopping,45,Scheduled,USD,2,26,1,38
129.37,ICICI Bank,SBI Bank,6178.18,Bangalore,Male,Payment,Success,Laptop,QR Code,Amazon,Food,46,Instant,EUR,3,27,14,32
1042.8,Axis Bank,Axis Bank,7359.87,Hyderabad,Female,Transfer,Success,Mobile,UPI ID,Zomato,Travel,47,Scheduled,GBP,4,28,7,50
863.01,HDFC Bank,ICICI Bank,2062.06,Mumbai,Male,Payment,Success,Tablet,Phone Number,Swiggy,Bill Payment,48,Instant,INR,5,29,2,41
559.42,SBI Bank,HDFC Bank,5182.2,Delhi,Female,Transfer,Success,Laptop,QR Code,IRCTC,Others,49,Scheduled,USD,6,30,2,0
207.27,ICICI Bank,SBI Bank,578.84,Bangalore,Male,Payment,Failed,Mobile,UPI ID,Flipkart,Shopping,50,Instant,EUR,7,1,20,57
451.64,Axis Bank,Axis Bank,8741.17,Hyderabad,Female,Transfer,Success,Tablet,Phone Number,Amazon,Food,51,Scheduled,GBP,8,2,3,55
173.4,HDFC Bank,ICICI Bank,90.53,Mumbai,Male,Payment,Success,Laptop,QR Code,Zomato,Travel,52,Instant,INR,9,3,14,45
714.13,SBI Bank,HDFC Bank,6716.56,Delhi,Female,Transfer,Success,Mobile,UPI ID,Swiggy,Bill Payment,53,Scheduled,USD,10,4,20,23
1786.08,ICICI Bank,SBI Bank,9979.98,Bangalore,Male,Payment,Success,Tablet,Phone Number,IRCTC,Others,54,Instant,EUR,11,5,3,52
875.86,Axis Bank,Axis Bank,8366.58,Hyderabad,Female,Transfer,Failed,Laptop,QR Code,Flipkart,Shopping,55,Scheduled,GBP,12,6,17,26
1497.08,HDFC Bank,ICICI Bank,9731.3,Mumbai,Male,Payment,Success,Mobile,UPI ID,Amazon,Food,56,Instant,INR,1,7,12,42
1442.58,SBI Bank,HDFC Bank,3843.46,Delhi,Female,Transfer,Success,Tablet,Phone Number,Zomato,Travel,57,Scheduled,USD,2,8,22,30
1622.11,ICICI Bank,SBI Bank,6292.4,Bangalore,Male,Payment,Success,Laptop,QR Code,Swiggy,Bill Payment,58,Instant,EUR,3,9,19,36
772.77,Axis Bank,Axis Bank,2235.1,Hyderabad,Female,Transfer,Success,Mobile,UPI ID,IRCTC,Others,59,Scheduled,GBP,4,10,9,4
323.99,HDFC Bank,ICICI Bank,3911.18,Mumbai,Male,Payment,Failed,Tablet,Phone Number,Flipkart,Shopping,20,Instant,INR,5,11,16,16
1312.58,SBI Bank,HDFC Bank,8211.01,Delhi,Female,Transfer,Success,Laptop,QR Code,Amazon,Food,21,Scheduled,USD,6,12,6,45
1780.61,ICICI Bank,SBI Bank,2864.04,Bangalore,Male,Payment,Success,Mobile,UPI ID,Zomato,Travel,22,Instant,EUR,7,13,15,36
415.21,Axis Bank,Axis Bank,9351.03,Hyderabad,Female,Transfer,Success,Tablet,Phone Number,Swiggy,Bill Payment,23,Scheduled,GBP,8,14,9,5
606.86,HDFC Bank,ICICI Bank,5381.52,Mumbai,Male,Payment,Success,Laptop,QR Code,IRCTC,Others,24,Instant,INR,9,15,5,51
230.14,SBI Bank,HDFC Bank,3143.57,Delhi,Female,Transfer,Failed,Mobile,UPI ID,Flipkart,Shopping,25,Scheduled,USD,10,16,10,12
910.02,ICICI Bank,SBI Bank,6023.67,Bangalore,Male,Payment,Success,Tablet,Phone Number,Amazon,Food,26,Instant,EUR,11,17,18,23
802.48,Axis Bank,Axis Bank,8407.33,Hyderabad,Female,Transfer,Success,Laptop,QR Code,Zomato,Travel,27,Scheduled,GBP,12,18,14,17
1782.62,HDFC Bank,ICICI Bank,150.02,Mumbai,Male,Payment,Success,Mobile,UPI ID,Swiggy,Bill Payment,28,Instant,INR,1,19,18,32
1701.06,SBI Bank,HDFC Bank,7395.88,Delhi,Female,Transfer,Success,Tablet,Phone Number,IRCTC,Others,29,Scheduled,USD,2,20,18,6
805.65,ICICI Bank,SBI Bank,6683.94,Bangalore,Male,Payment,Failed,Laptop,QR Code,Flipkart,Shopping,30,Instant,EUR,3,21,4,12
1211.96,Axis Bank,Axis Bank,1457.09,Hyderabad,Female,Transfer,Success,Mobile,UPI ID,Amazon,Food,31,Scheduled,GBP,4,22,22,50
1040.82,HDFC Bank,ICICI Bank,2902.95,Mumbai,Male,Payment,Success,Tablet,Phone Number,Zomato,Travel,32,Instant,INR,5,23,20,16
383.94,SBI Bank,HDFC Bank,3107.59,Delhi,Female,Transfer,Success,Laptop,QR Code,Swiggy,Bill Payment,33,Scheduled,USD,6,24,20,39
379.09,ICICI Bank,SBI Bank,6440.36,Bangalore,Male,Payment,Success,Mobile,UPI ID,IRCTC,Others,34,Instant,EUR,7,25,17,18
1938.79,Axis Bank,Axis Bank,7435.07,Hyderabad,Female,Transfer,Failed,Tablet,Phone Number,Flipkart,Shopping,35,Scheduled,GBP,8,26,1,12
189.57,HDFC Bank,ICICI Bank,6144.09,Mumbai,Male,Payment,Success,Laptop,QR Code,Amazon,Food,36,Instant,INR,9,27,5,40
278.79,SBI Bank,HDFC Bank,2877.47,Delhi,Female,Transfer,Success,Mobile,UPI ID,Zomato,Travel,37,Scheduled,USD,10,28,13,2
320.58,ICICI Bank,SBI Bank,897.99,Bangalore,Male,Payment,Success,Tablet,Phone Number,Swiggy,Bill Payment,38,Instant,EUR,11,29,22,57
1975.09,Axis Bank,Axis Bank,9781.01,Hyderabad,Female,Transfer,Success,Laptop,QR Code,IRCTC,Others,39,Scheduled,GBP,12,30,0,49
1702.87,HDFC Bank,ICICI Bank,8014.05,Mumbai,Male,Payment,Failed,Mobile,UPI ID,Flipkart,Shopping,40,Instant,INR,1,1,11,47
242.61,SBI Bank,HDFC Bank,1918.38,Delhi,Female,Transfer,Success,Tablet,Phone Number,Amazon,Food,41,Scheduled,USD,2,2,1,23
1356.34,ICICI Bank,SBI Bank,992.27,Bangalore,Male,Payment,Success,Laptop,QR Code,Zomato,Travel,42,Instant,EUR,3,3,5,54
1613.34,Axis Bank,Axis Bank,2659.98,Hyderabad,Female,Transfer,Success,Mobile,UPI ID,Swiggy,Bill Payment,43,Scheduled,GBP,4,4,8,6
928.49,HDFC Bank,ICICI Bank,4498.68,Mumbai,Male,Payment,Success,Tablet,Phone Number,IRCTC,Others,44,Instant,INR,5,5,21,54
1008.13,SBI Bank,HDFC Bank,721.6,Delhi,Female,Transfer,Failed,Laptop,QR Code,Flipkart,Shopping,45,Scheduled,USD,6,6,0,14
603.01,ICICI Bank,SBI Bank,9243.2,Bangalore,Male,Payment,Success,Mobile,UPI ID,Amazon,Food,46,Instant,EUR,7,7,11,2
949.31,Axis Bank,Axis Bank,4683.0,Hyderabad,Female,Transfer,Success,Tablet,Phone Number,Zomato,Travel,47,Scheduled,GBP,8,8,9,52
1588.71,HDFC Bank,ICICI Bank,5653.36,Mumbai,Male,Payment,Success,Laptop,QR Code,Swiggy,Bill Payment,48,Instant,INR,9,9,22,10
1583.12,SBI Bank,HDFC Bank,8410.38,Delhi,Female,Transfer,Success,Mobile,UPI ID,IRCTC,Others,49,Scheduled,USD,10,10,15,17
50.0,ICICI Bank,SBI Bank,965.87,Bangalore,Male,Payment,Failed,Tablet,Phone Number,Flipkart,Shopping,50,Instant,EUR,11,11,3,3
1334.71,Axis Bank,Axis Bank,3871.82,Hyderabad,Female,Transfer,Success,Laptop,QR Code,Amazon,Food,51,Scheduled,GBP,12,12,5,24
1105.2,HDFC Bank,ICICI Bank,5803.25,Mumbai,Male,Payment,Success,Mobile,UPI ID,Zomato,Travel,52,Instant,INR,1,13,17,6
1403.46,SBI Bank,HDFC Bank,6387.53,Delhi,Female,Transfer,Success,Tablet,Phone Number,Swiggy,Bill Payment,53,Scheduled,USD,2,14,19,12
423.27,ICICI Bank,SBI Bank,2555.52,Bangalore,Male,Payment,Success,Laptop,QR Code,IRCTC,Others,54,Instant,EUR,3,15,18,13
645.21,Axis Bank,Axis Bank,476.83,Hyderabad,Female,Transfer,Failed,Mobile,UPI ID,Flipkart,Shopping,55,Scheduled,GBP,4,16,6,52
1970.41,HDFC Bank,ICICI Bank,515.16,Mumbai,Male,Payment,Success,Tablet,Phone Number,Amazon,Food,56,Instant,INR,5,17,10,34
1530.59,SBI Bank,HDFC Bank,9865.16,Delhi,Female,Transfer,Success,Laptop,QR Code,Zomato,Travel,57,Scheduled,USD,6,18,23,13
1323.97,ICICI Bank,SBI Bank,5382.29,Bangalore,Male,Payment,Success,Mobile,UPI ID,Swiggy,Bill Payment,58,Instant,EUR,7,19,6,25
890.66,Axis Bank,Axis Bank,3945.88,Hyderabad,Female,Transfer,Success,Tablet,Phone Number,IRCTC,Others,59,Scheduled,GBP,8,20,3,40
1797.83,HDFC Bank,ICICI Bank,1288.53,Mumbai,Male,Payment,Failed,Laptop,QR Code,Flipkart,Shopping,20,Instant,INR,9,21,2,33
674.68,SBI Bank,HDFC Bank,3178.11,Delhi,Female,Transfer,Success,Mobile,UPI ID,Amazon,Food,21,Scheduled,USD,10,22,4,38
1410.79,ICICI Bank,SBI Bank,6873.39,Bangalore,Male,Payment,Success,Tablet,Phone Number,Zomato,Travel,22,Instant,EUR,11,23,18,47
388.84,Axis Bank,Axis Bank,8249.99,Hyderabad,Female,Transfer,Success,Laptop,QR Code,Swiggy,Bill Payment,23,Scheduled,GBP,12,24,21,54
695.62,HDFC Bank,ICICI Bank,1480.22,Mumbai,Male,Payment,Success,Mobile,UPI ID,IRCTC,Others,24,Instant,INR,1,25,18,24
1854.48,SBI Bank,HDFC Bank,799.04,Delhi,Female,Transfer,Failed,Tablet,Phone Number,Flipkart,Shopping,25,Scheduled,USD,2,26,15,32
1157.7,ICICI Bank,SBI Bank,3263.29,Bangalore,Male,Payment,Success,Laptop,QR Code,Amazon,Food,26,Instant,EUR,3,27,12,7
1913.44,Axis Bank,Axis Bank,9153.28,Hyderabad,Female,Transfer,Success,Mobile,UPI ID,Zomato,Travel,27,Scheduled,GBP,4,28,12,38
190.69,HDFC Bank,ICICI Bank,2198.18,Mumbai,Male,Payment,Success,Tablet,Phone Number,Swiggy,Bill Payment,28,Instant,INR,5,29,15,32
1376.71,SBI Bank,HDFC Bank,9535.24,Delhi,Female,Transfer,Success,Laptop,QR Code,IRCTC,Others,29,Scheduled,USD,6,30,12,34
1672.17,ICICI Bank,SBI Bank,1501.44,Bangalore,Male,Payment,Failed,Mobile,UPI ID,Flipkart,Shopping,30,Instant,EUR,7,1,22,23
227.32,Axis Bank,Axis Bank,606.76,Hyderabad,Female,Transfer,Success,Tablet,Phone Number,Amazon,Food,31,Scheduled,GBP,8,2,7,27
1489.69,HDFC Bank,ICICI Bank,3410.71,Mumbai,Male,Payment,Success,Laptop,QR Code,Zomato,Travel,32,Instant,INR,9,3,1,6
945.76,SBI Bank,HDFC Bank,5253.01,Delhi,Female,Transfer,Success,Mobile,UPI ID,Swiggy,Bill Payment,33,Scheduled,USD,10,4,17,44
748.36,ICICI Bank,SBI Bank,5575.43,Bangalore,Male,Payment,Success,Tablet,Phone Number,IRCTC,Others,34,Instant,EUR,11,5,11,20
1414.84,Axis Bank,Axis Bank,8641.61,Hyderabad,Female,Transfer,Failed,Laptop,QR Code,Flipkart,Shopping,35,Scheduled,GBP,12,6,17,31
1932.57,HDFC Bank,ICICI Bank,8621.97,Mumbai,Male,Payment,Success,Mobile,UPI ID,Amazon,Food,36,Instant,INR,1,7,17,44
255.93,SBI Bank,HDFC Bank,2913.36,Delhi,Female,Transfer,Success,Tablet,Phone Number,Zomato,Travel,37,Scheduled,USD,2,8,18,2
211.51,ICICI Bank,SBI Bank,8352.83,Bangalore,Male,Payment,Success,Laptop,QR Code,Swiggy,Bill Payment,38,Instant,EUR,3,9,13,41
923.62,Axis Bank,Axis Bank,9818.1,Hyderabad,Female,Transfer,Success,Mobile,UPI ID,IRCTC,Others,39,Scheduled,GBP,4,10,1,44
805.36,HDFC Bank,ICICI Bank,9278.57,Mumbai,Male,Payment,Failed,Tablet,Phone Number,Flipkart,Shopping,40,Instant,INR,5,11,23,51
1772.53,SBI Bank,HDFC Bank,4286.4,Delhi,Female,Transfer,Success,Laptop,QR Code,Amazon,Food,41,Scheduled,USD,6,12,13,59
1616.36,ICICI Bank,SBI Bank,3084.33,Bangalore,Male,Payment,Success,Mobile,UPI ID,Zomato,Travel,42,Instant,EUR,7,13,3,35
791.51,Axis Bank,Axis Bank,7107.39,Hyderabad,Female,Transfer,Success,Tablet,Phone Number,Swiggy,Bill Payment,43,Scheduled,GBP,8,14,17,32
733.09,HDFC Bank,ICICI Bank,5666.0,Mumbai,Male,Payment,Success,Laptop,QR Code,IRCTC,Others,44,Instant,INR,9,15,22,0
1671.55,SBI Bank,HDFC Bank,5411.57,Delhi,Female,Transfer,Failed,Mobile,UPI ID,Flipkart,Shopping,45,Scheduled,USD,10,16,8,16
1242.96,ICICI Bank,SBI Bank,5210.11,Bangalore,Male,Payment,Success,Tablet,Phone Number,Amazon,Food,46,Instant,EUR,11,17,13,2
1681.95,Axis Bank,Axis Bank,1579.35,Hyderabad,Female,Transfer,Success,Laptop,QR Code,Zomato,Travel,47,Scheduled,GBP,12,18,1,16
810.24,HDFC Bank,ICICI Bank,9386.64,Mumbai,Male,Payment,Success,Mobile,UPI ID,Swiggy,Bill Payment,48,Instant,INR,1,19,10,51
443.65,SBI Bank,HDFC Bank,231.54,Delhi,Female,Transfer,Success,Tablet,Phone Number,IRCTC,Others,49,Scheduled,USD,2,20,6,2
1414.02,ICICI Bank,SBI Bank,8297.58,Bangalore,Male,Payment,Failed,Laptop,QR Code,Flipkart,Shopping,50,Instant,EUR,3,21,8,20
1015.23,Axis Bank,Axis Bank,2171.09,Hyderabad,Female,Transfer,Success,Mobile,UPI ID,Amazon,Food,51,Scheduled,GBP,4,22,10,47
1959.07,HDFC Bank,ICICI Bank,683.49,Mumbai,Male,Payment,Success,Tablet,Phone Number,Zomato,Travel,52,Instant,INR,5,23,21,23
1296.8,SBI Bank,HDFC Bank,939.4,Delhi,Female,Transfer,Success,Laptop,QR Code,Swiggy,Bill Payment,53,Scheduled,USD,6,24,11,35
434.53,ICICI Bank,SBI Bank,1018.44,Bangalore,Male,Payment,Success,Mobile,UPI ID,IRCTC,Others,54,Instant,EUR,7,25,19,35
962.14,Axis Bank,Axis Bank,6748.2,Hyderabad,Female,Transfer,Failed,Tablet,Phone Number,Flipkart,Shopping,55,Scheduled,GBP,8,26,1,31
1583.27,HDFC Bank,ICICI Bank,5652.73,Mumbai,Male,Payment,Success,Laptop,QR Code,Amazon,Food,56,Instant,INR,9,27,7,46
1714.4,SBI Bank,HDFC Bank,3971.24,Delhi,Female,Transfer,Success,Mobile,UPI ID,Zomato,Travel,57,Scheduled,USD,10,28,20,28
198.46,ICICI Bank,SBI Bank,5491.92,Bangalore,Male,Payment,Success,Tablet,Phone Number,Swiggy,Bill Payment,58,Instant,EUR,11,29,11,32
418.36,Axis Bank,Axis Bank,2521.81,Hyderabad,Female,Transfer,Success,Laptop,QR Code,IRCTC,Others,59,Scheduled,GBP,12,30,2,9
